iso3,uid,country,pf_number_plants,pf_number_blast_furnace,pf_total_raw_production_capacity,Unnamed: 6,pf_owner,pf_location,status,latitude,longitude,source,accuracy,owner_permid,owner_name,reported_capacity,reported_production_start,owner_source,date_accessed,parent_permid,parent_name,ownership_stake,parent_permid.1,parent_name.1,ownership_stake.1,comment_ownership
CHN,CHN0063,China,1.0,,,0.0,SHIU WING STEEL LTD.,"TUEN-MUN, HONGKONG",Operating,22.367069,113.928706,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0067,China,1.0,,,0.0,DONGNAN GANGGOU,"CHENGDU-CITY, SICHUAN",Operating,23.12911,113.264385,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0077,China,9.0,,500.0,0.0,SHOUGANG GUIYANG SPECIAL STEEL CO,"GUIYANG-CITY, GUIZHOU",Operating,26.862028000000002,106.73214499999999,PlantFacts,Approximate,4298346489,Shougang Guiyang Special Steel Co Ltd,,,http://www.sggg.com.cn/#/sggg/38 ; https://www.shougang.com.cn/en/ehtml/IronSteelIndustry/20170329/829.html ; https://www.shougang.com.cn/en/ehtml/IronSteelIndustry/20170329/829.html ; ,2020-04-29,4296818551.0,"Shougang Group Co., Ltd.",,,,,
CHN,CHN0079,China,5.0,,,0.0,SHANGHAI STAL PRECISION STAINL.,"SHANGHAI, SHANGHAI",Operating,31.082221999999998,121.39064099999999,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0081,China,1.0,,,0.0,SHANGHAI ERGANG,"SHANGHAI, SHANGHAI",Operating,31.230415999999998,121.473701,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0082,China,1.0,,,0.0,SHANGHAI QICHANG STAINL. STEEL,"SHANGHAI, SHANGHAI",Operating,31.230415999999998,121.473701,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0108,China,11.0,,,0.0,YIEH PHUI TECHNOMATERIAL CO LTD,"CHANGSHU-CITY, JIANGSU",Operating,31.745796999999996,120.99341799999999,PlantFacts,Approximate,,,,,http://www.yiehphuichina.com/introduction_president_cn.asp,,,,,,,,
CHN,CHN0123,China,1.0,,,0.0,HAINAN HAIWOO TINPLATE,"HAIKOU, HAINAN",Operating,20.001091,110.297955,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0125,China,1.0,,,0.0,CALGO GUANGZHOU ST. CO LTD,"GUANGZHOU, GUANGDONG",Operating,23.12911,113.264385,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0126,China,9.0,,,0.0,BAOSTEEL YICHANG,"SHANGHAI, SHANGHAI  ",Operating,30.691965999999997,111.28647099999999,PlantFacts,Approximate,,,,,,,,,,,,,Not mentioned on parent company website nor in Baosteel AR 2018.
CHN,CHN0127,China,1.0,,,0.0,FUJIAN FUXIN SPECIAL STEEL,"SANMING, FUJIAN",Operating,26.263406,117.638678,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0128,China,2.0,,,0.0,FUJIAN NEW MATERIAL,"SANMING, FUJIAN",Operating,26.263406,117.638678,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0129,China,1.0,,,0.0,FUJIAN SINO-JAPAN M.,"FUZHOU, FUJIAN",Operating,26.074478,119.29648200000001,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0130,China,2.0,,,0.0,FUJIAN TONYI TINPLATE,"ZHANGZHOU-CITY, FUJIAN",Operating,24.513025,117.647093,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0131,China,1.0,,,0.0,FUJIAN YUXING,"FUZHOU, FUJIAN",Operating,26.074478,119.29648200000001,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0132,China,4.0,,,0.0,FUSHAN SPEC. STEEL CO,"ZONGHUA, GUANGDONG",Operating,23.125970199999998,113.28495729999999,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0133,China,1.0,,,0.0,"Fuxin Precision Stainless Steel Co., Ltd.","Hanchuan, Hubei",Operating,30.661243,113.839149,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0134,China,1.0,,,0.0,GANGYUAN COKE,"QINGXU-(TAIYUAN), SHANXI",Operating,37.607442999999996,112.358667,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0135,China,4.0,1.0,2000.0,1.0,GANXIN IRON & STEEL,"ATUSH-CITY, XINJIANG-UYGUR",Operating,39.716159999999995,76.1684,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0136,China,1.0,,,0.0,GUANGZHOU PACIFIC TINPLATE,"GUANGZHOU CITY, GUANGDONG",Operating,23.12911,113.264385,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0137,China,8.0,,2000.0,1.0,GUANGZHOU ZHUJIANG I&S CO LTD,"GUANGZHOU, GUANGDONG",Operating,23.12911,113.264385,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0138,China,2.0,1.0,850.0,0.0,GUIGANG I&S GROUP,"GUIGANG, GUANGXI",Operating,23.11153,109.598926,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0139,China,2.0,,,0.0,HEBEI LONGQI  COLD ROLLING SHEET,"DAMING-COUNTY, HEBEI",Operating,36.285616,115.147814,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0140,China,7.0,,1400.0,1.0,HEBEI ZONGHENG I&S CO LTD,"HANDAN CITY, HEBEI",Operating,36.625656,114.53896100000001,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0141,China,1.0,,,0.0,HENGSHUI JINGHUA,"SHANGDONG, SHANGDONG",Operating,35.893956599999996,117.92490020000001,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0142,China,2.0,,,0.0,HENGSHUI SHEET,"HENGSHUI CITY, HEBEI",Operating,37.73892,115.670177,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0143,China,1.0,,,0.0,FORMOSA HEAVY IND.,"NINGBO, ZHEJIANG",Operating,29.868336,121.54399,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0145,China,1.0,1.0,1200.0,1.0,"Donghai Iron & Steel Co., Ltd.","Ciyutuo Ind. Zone Luan County, Hebei",Operating,39.740593,118.703598,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0146,China,1.0,,30.0,0.0,DENFENG,"DENFENG, HENAN",Operating,34.454443,113.05058100000001,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0148,China,4.0,,1000.0,0.0,HANGGANG-CHANGXING,"HANGZHOU, ZHEJIANG",Operating,30.274084000000002,120.15507,PlantFacts,Approximate,,,,,,,,,,,,,"This company and plant seems to be owned by Hanggang Group (Hangzhou Iron & Steel Group Co Ltd), but no evidence could be found on company websites. Info is probably in company AR2019 (Chinese): http://www.hzsteel.com/ueditor/jsp/upload/file/20200416/1587011560201072833.pdf"
CHN,CHN0149,China,3.0,2.0,2000.0,1.0,JINTE I&S,"JINTE, XINJIANG-UYGUR",Operating,42.524635700000005,87.5395855,PlantFacts,Approximate,5057748292,Xinjiang Jinte Steel Co Ltd,,,http://www.asianmetal.com/news/data/1470805/Xinjiang%20Jinte%20Iron%20&%20Steel%20applies%20for%20bankruptcy%20reorganization ; https://www2.deloitte.com/content/dam/Deloitte/ru/Documents/manufacturing/overview-of-steel-iron-market-2017-eng.pdf,2020-04-29,5057748292.0,Xinjiang Jinte Steel Co Ltd,,,,,"Company filed for bankruptcy in 2019. No website, no info on plant or location. But it seems to exist, see Deloitte report. "
CHN,CHN0150,China,1.0,,,0.0,SHAGANG HENGXIN COKE,"ZOUCHENG, SHANDONG",Operating,35.405184000000006,117.003743,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0151,China,2.0,,,0.0,TANGSHAN FENGNAN CM GALVANIZING,"FEGNAN TANGSHAN, HEBEI",Operating,39.576031,118.085169,PlantFacts,Approximate,,,,,,2020-04-29,,,,,,,"No idea which company or facility this is. No website, Bloomberg entry, or PermID entry. But it seems to exist, see this news: https://www.steeltimesint.com/issue-archive/P93"
CHN,CHN0152,China,2.0,,,0.0,TIANJIN Nå¡3 COKE & CHEM.,"TIANJIN-CITY,TIANJIN ",Operating,39.343357399999995,117.3616476,PlantFacts,Approximate,4297768270,Tianjin General Nice Coke & Chemicals Co Ltd,,,http://www.generalnice.com.cn/templates/T_second/index.aspx?nodeid=14,2020-04-29,5052134187.0,General Nice Group Holdings Ltd,,,,,No address or location disclosed. Not even info about the plant or subsidiary. 
CHN,CHN0153,China,7.0,,300.0,0.0,ANHUI JINAN STAINL. CASTING CO,"LIUAN-CITY, ANHUI",Operating,31.734476,116.521442,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0154,China,1.0,,5000.0,1.0,BAOTOU I&S,"GUYANG, INN-MONGOLIA",Operating,41.034105,110.06051399999998,PlantFacts,Approximate,,,,,,,,,,,,,Should be somehwere close to the main plant of Baotou in Baotou City
CHN,CHN0155,China,1.0,,,0.0,BLUESCOPE STEEL,"SUZHOU, JIANGSU",Operating,31.298973999999998,120.58528899999999,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0156,China,4.0,,,0.0,BX STEEL POSCO COLD R. SHEET,"BENXI, LIAONING",Operating,41.486981,123.685142,PlantFacts,Approximate,5000520990,BX STEEL POSCO Cold Rolled Sheet Co Ltd,,,http://www.posco.com/homepage/docs/eng6/jsp/company/family/foreign_02_02.jsp,2020-04-08,4295881204.0,POSCO,,,,,
CHN,CHN0157,China,1.0,,,0.0,CHANGCHUN COKING & CHEM.,"CHANGCHUN, JILIN",Operating,43.817071,125.323544,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0158,China,6.0,2.0,700.0,0.0,CHENGDU I&S,"CHENGDU-CITY, SICHUAN",Operating,30.572815000000002,104.066801,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0159,China,1.0,,,0.0,CHINA BEKAERT STEEL,"JIANGYIN, JIANGSU",Operating,31.920658000000003,120.28493799999998,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0160,China,2.0,,130.0,0.0,CHINA INT. I&S PROD.,"FUZHOU, FUJIAN",Operating,26.074478,119.29648200000001,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0161,China,1.0,,,0.0,CHINA METALLURG. COKING C.,"LINFEN, SHANXI",Operating,36.088004999999995,111.518975,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0162,China,1.0,,,0.0,DALI COKE & GAS,"LINFEN, SHANXI",Operating,36.088004999999995,111.518975,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0163,China,3.0,,,0.0,DALIAN POSCO CFM,"DALIAN, LIAONING",Operating,38.914003,121.614682,PlantFacts,Approximate,4296355540,DALIAN POSCO CFM COATED STEEL,,,http://www.posco.com/homepage/docs/eng6/jsp/company/family/foreign_02_03.jsp,2020-04-08,4295881204.0,POSCO,,,,,
CHN,CHN0164,China,5.0,,600.0,0.0,Dongfang Speical Steel Co. (Zhenshi Group),"Jiaxing, Zhejiang ",Operating,30.753923999999998,120.75854299999999,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0165,China,5.0,,,0.0,HENGTONG  JINGMI SHEET,"TANGSHAN, HEBEI",Operating,39.630866999999995,118.18019299999999,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0166,China,1.0,,,0.0,HONGYI I&S,"TANGSHAN, HEBEI",Operating,39.630866999999995,118.18019299999999,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0168,China,2.0,,,0.0,HUAREN GANGYE,"SHANDONG, SHANDONG",Operating,35.893956599999996,117.92490020000001,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0169,China,2.0,,2600.0,1.0,PANZHIHUA I&S GROUP CO,"BAIMA, SICHUAN",Operating,27.010206,102.165426,PlantFacts,Approximate,5000059681,Pangang Group Company Limited,,,,2020-04-06,5037655487.0,Ansteel Group Corp Ltd,,,,,Website NA. No info available.
CHN,CHN0170,China,6.0,2.0,2000.0,1.0,PANGANG XICHANG STEEL & VANADIUM,"XICHANG I, SICHUAN ",Operating,27.746401000000002,102.205709,PlantFacts,Approximate,5045880137,"Pangang Group Xichang Steel and Vanadium Co., Ltd",,,http://www.pzhsteel.com.cn/index.php?s=/Home/Article/pg_jianjie/art_bm_id/134/fl/two/msg_id/545,2020-04-06,5037655487.0,Ansteel Group Corp Ltd,,,,,"this plant must be part of the bigger plant in Xichang, as there is only one big plant in this district"
CHN,CHN0171,China,4.0,,250.0,0.0,CHONGQING I&S CO,"CHONGQING SPEC. STEEL, CHONGQING ",Operating,29.431586100000004,106.912251,PlantFacts,Approximate,4295864574,Chongching Iron & Steel Co Ltd. ,,,,2020-04-08,4296768729.0,Chongqing Iron & Steel Group Co Ltd,,,,,
CHN,CHN0172,China,2.0,,,0.0,CHONGQING I&S CO,"DADUKOU CHONGQING, CHONGQING",Operating,29.484527000000003,106.48234599999999,PlantFacts,Approximate,4295864574,Chongching Iron & Steel Co Ltd. ,,,,2020-04-08,4296768729.0,Chongqing Iron & Steel Group Co Ltd,,,,,
CHN,CHN0173,China,8.0,,,0.0,"PANHUA GROUP CO, LTD","FULIN, CHONGQING",Operating,29.756768,107.263494,PlantFacts,Approximate,,"Chongqing Wanda Steel Sheet Co., Ltd.",,,https://www.panhuagroup.com/index.php?m=content&c=index&a=lists&catid=11 ; https://www.panhuagroup.com/index.php?m=content&c=index&a=show&catid=17&id=1,2020-04-02,,"Panhua Group Co., Ltd.",,,,,No exact address of the plant available on the company website
CHN,CHN0175,China,2.0,,,0.0,ZHEJIANG XINYING STEEL TRADE,"NINGBO, ZHEJIANG",Operating,29.918895799999998,121.60732730000001,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0177,China,24.0,1.0,940.0,0.0,DAYE SPEC. STEEL CO,"HUANGSHI-CITY, HUBEI",Operating,30.088144300000003,114.5749935,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0181,China,7.0,,,0.0,BAOSTEEL-NSC AUTOM. STEEL SHEETS,"BAOSHAN, SHANGHAI",Operating,31.430840999999997,121.44426999999999,PlantFacts,Approximate,,,,,,,,,,,,,no location/address available; seems to be somewhere near/in the main Baoshan plant in Shanghai
CHN,CHN0182,China,4.0,,550.0,0.0,WUXI STEEL GROUP,"WUXI, JIANGSU",Operating,31.491169,120.31191000000001,PlantFacts,Approximate,4296824562,JIANGSU WUXI STEEL GROUP COROPORATION,30.0,,http://www.wxsteelgroup.com/Html/About.asp?ID=29,2020-04-29,4296824562.0,JIANGSU WUXI STEEL GROUP COROPORATION,,,,,"No exact location or address disclosed. There are many plants in Wuxi & Zhangjiagang, so no idea which one is owned by the company."
CHN,CHN0185,China,1.0,,,0.0,SHANGHAI XINHU I&S,"SHANGHAI, SHANGHAI",Operating,31.230415999999998,121.473701,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0186,China,4.0,,,0.0,ANSHAN IRON & STEEL,"PUTIAN-CITY, FUJIAN",Operating,25.455993,119.13593999999999,PlantFacts,Approximate,,"Anshan steel cold rolled steel plate (Putian) Co., Ltd",,,https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0411/ltn201904111113.pdf (AR 2018),2020-04-06,5037655487.0,Ansteel Group Corp Ltd,,,,,"Company and city is mentioned in Group AR2018, but not exact location. Website NA. "
CHN,CHN0189,China,1.0,,1000.0,0.0,XUANHUA I&S ,"NN, HEBEI",Operating,22.525685,88.33201020000001,PlantFacts,Approximate,5000575826,Xuanhua Iron & Steel Group Co Ltd,,,https://www.bloomberg.com/profile/company/WUISCZ:CH,2020-04-08,5000022648.0,HBIS Group,,,,,
CHN,CHN0190,China,2.0,,,0.0,YANTAI DONGHAI ST. STRIP,"YANTAI, SHANDONG",Operating,37.464539,121.447852,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0191,China,24.0,,,0.0,"Yichang Three Gorges Quantong Co., Ltd.","YICHANG CITY, HUBEI",Operating,30.691965999999997,111.28647099999999,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0192,China,1.0,,,0.0,YUNNAN TIANGAO,"QUJING-CITY, YUNNAN",Operating,25.489998999999997,103.79616700000001,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0193,China,1.0,,,0.0,ZAOZHUANG COKING PLANT,"ZAOZHUANG, SHANDONG",Operating,34.810487,117.323725,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0194,China,2.0,,,0.0,ZHEJIANG BAOJI METAL ROLLING CO,"CIXI-CITY, ZHEJIANG",Operating,30.169665000000002,121.26657900000001,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0195,China,2.0,,,0.0,ZHEJIANG LONSEN STEEL STRIP,"SHANGYU, ZHEJIANG",Operating,30.03312,120.868122,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0196,China,3.0,,,0.0,ZHEJIANG SOUTHEAST METAL SHEET,"HANGZHOU, ZHEJIANG",Operating,30.274084000000002,120.15507,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0197,China,1.0,,,0.0,ZHENJIANG COKING & CHEM.,"ZHENJIANG, JIANGSU",Operating,32.187849,119.425836,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0198,China,3.0,,,0.0,ZHONGSHAN ZHONGYUE TINPLATE,"ZHONGSHAN, GUANGDONG",Operating,22.517585,113.39277,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0199,China,1.0,,,0.0,ZHONGYUE POSCO TINPLATE,"QINHUANGDAO, HEBEI",Operating,39.935361,119.600523,PlantFacts,Approximate,5000471363,Zhongyue POSCO Qinhuangdao Tinplate Industrial Co Ltd,,,http://www.posco.com/homepage/docs/eng6/jsp/company/family/foreign_02_02.jsp,2020-04-08,4295881204.0,POSCO,,,,,
CHN,CHN0200,China,6.0,,360.0,0.0,ZIBO I&S HOLDING CO LTD,"ZIBO-CITY, SHANDONG",Operating,36.813546,118.055019,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0201,China,2.0,,,0.0,HAINAN PENGDA STEEL,"HAIKOU, HAINAN",Operating,19.691761,110.327471,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0203,China,4.0,,,0.0,BEIHAI CHENGDE STAINL. STEEL CO,"BEIHAI, GUANGXI",Operating,21.481291,109.12016100000001,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0205,China,5.0,,,0.0,CHANGZHOU EVERBRIGHT,"CHANGZHOU, JIANGSU",Operating,31.746871000000002,120.95764399999999,PlantFacts,Approximate,4297472150,Changshu Everbright Material Technology Co Ltd,,,https://doc.irasia.com/listco/hk/ebchinaintl/annual/ar227894-ew0257.pdf,2020-04-29,5000038293.0,China Everbright Group Ltd,,,,,There only is an waste-to-energy project and an equipment manufacturing facility in Changzhou owned by Everbright. No info an any Iron/Steel-related facility.  
CHN,CHN0210,China,5.0,,,0.0,TANGSHAN HENGTONG ,"TANGSHAN, HEBEI",Operating,39.630866999999995,118.18019299999999,PlantFacts,Approximate,,,,,,2020-04-29,,,,,,,"No idea which company or facility this is. No website or PermID entry. But it seems to exist, see BBG: https://www.bloomberg.com/profile/company/AAXVNZ:CH"
CHN,CHN0211,China,6.0,,,0.0,TANGGANG AUTO SHEET CO,"TANGSHAN, HEBEI",Operating,39.634586999999996,118.180484,PlantFacts,Approximate,,,,,https://www.metalbulletin.com/Article/3482164/Hebei-Iron-and-Steels-auto-sheet-expansion-plan-rankles-market.html,,,,,,,,bought bei Hebei Iron and Steel; part of Tangsteel; plant could be anywhere in Tangshan; location is city centre
CHN,CHN0212,China,4.0,,,0.0,TANGSHAN STAINLESS STEEL CO,"TANGSHAN, HEBEI",Operating,39.732411,118.46563700000002,PlantFacts,Approximate,5000013130,Tangshan Iron and Steel Group Co Ltd (TANGSTEEL),,,http://www.tangsteel.com.cn/en/Type/ThirdType2/39/62/66,2020-04-29,5000022648.0,HBIS Group Co Ltd,,,,,"Not certain if this company is the stainless steel branch of Tangsteel, but seems likely. PermID doesn't list an entity with that name. "
CHN,CHN0214,China,,,,0.0,Jianlong Inner Mongolia,"Wuhai, Inner Mongolia",Operating,39.826141,106.795898,http://www.ejianlong.com/d/jl001/steel/company.jsp?entryid=239859a5ac7c40b39b939dc993827580&parentId=14,Approximate,,Jianlong Inner Mongolia,,,http://www.ejianlong.com/d/jl001/steel/company.jsp?entryid=239859a5ac7c40b39b939dc993827580&parentId=14,2020-04-06,5000564682.0,"Beijing Jianlong Heavy Industry Group Co., Ltd (Jianlong Group)",,,,,Newly added to the list; not sure if this one refers to an existing entry
CHN,CHN0218,China,1.0,,400.0,0.0,ANSHAN HEAVY MACHINE MFG. CO,"ANSHAN, LIAONING",Operating,41.108647,122.99432900000001,PlantFacts,Approximate,,Anshan Heavy Machine Manufacturing Co,,,,2020-04-08,5037655487.0,Ansteel Group Corp Ltd,,,,,
CHN,CHN0219,China,1.0,,,0.0,ANSHAN IRON & STEEL,"GUANGZHOU-CITY, GUANDONG",Operating,41.108647,122.99432900000001,PlantFacts,Approximate,,Anshan Iron & Steel,,,,2020-04-08,5037655487.0,Ansteel Group Corp Ltd,,,,,
CHN,CHN0220,China,4.0,,,0.0,BENXI IRON & STEEL,"DANDONG-CITY, LIAONING",Operating,41.2893205,123.60043950000001,PlantFacts,Approximate,,,,,,,,,,,,,
CHN,CHN0221,China,1.0,,1200.0,1.0,SHOUGANG TONGHUA I&S,"TONGHUA, JILIN",Operating,41.779388,126.021293,PlantFacts,Approximate,4297406696,Tonghua Iron & Steel Grp Co,,,https://www.shougang.com.cn/en/ehtml/IronSteelIndustry/20170329/827.html,2020-04-29,4296818551.0,"Shougang Group Co., Ltd.",,,,,
CHN,CHN0222,China,2.0,,,0.0,SHOUGANG YILI STEEL CO (YIGANG),"XINJIANG, XINJIANG UYGHUR",Operating,43.527755,83.28205,PlantFacts,Approximate,5050923090,Shougang Yili Steel Co Ltd,,,https://www.shougang.com.cn/en/ehtml/IronSteelIndustry/20170329/826.html,2020-04-29,4296818551.0,"Shougang Group Co., Ltd.",,,,,No plant address or location disclosed.
